Observation id,Observation date,Description,Observation duration,Observation type,Source,Media duration (s),FPS,Subject,Behavior,Behavioral category,Modifier #1,Modifier #2,Behavior type,Time,Media file name,Image index,Image file path,Comment
mn210251-95 video 9 JH,2023-03-03 13:58:49,,585.572,Media file(s),player #1:C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,586.500,30.000,,mother present,,ventral side,,START,0.967,C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,NA,NA,
mn210251-95 video 9 JH,2023-03-03 13:58:49,,585.572,Media file(s),player #1:C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,586.500,30.000,,Tag position,,left flipper,facing to the left of the rostrum,POINT,15.000,C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,NA,NA,
mn210251-95 video 9 JH,2023-03-03 13:58:49,,585.572,Media file(s),player #1:C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,586.500,30.000,,3rd whale present,,,,START,74.000,C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,NA,NA,
mn210251-95 video 9 JH,2023-03-03 13:58:49,,585.572,Media file(s),player #1:C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,586.500,30.000,,mother present,,ventral side,,STOP,74.000,C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,NA,NA,
mn210251-95 video 9 JH,2023-03-03 13:58:49,,585.572,Media file(s),player #1:C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,586.500,30.000,,3rd whale present,,,,STOP,84.567,C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,NA,NA,
mn210251-95 video 9 JH,2023-03-03 13:58:49,,585.572,Media file(s),player #1:C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,586.500,30.000,,travel,,water column,,START,100.300,C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,NA,NA,
mn210251-95 video 9 JH,2023-03-03 13:58:49,,585.572,Media file(s),player #1:C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,586.500,30.000,,breath,,cannot see blowholes,,POINT,110.400,C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,NA,NA,
mn210251-95 video 9 JH,2023-03-03 13:58:49,,585.572,Media file(s),player #1:C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,586.500,30.000,,breath,,cannot see blowholes,,POINT,120.133,C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,NA,NA,
mn210251-95 video 9 JH,2023-03-03 13:58:49,,585.572,Media file(s),player #1:C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,586.500,30.000,,breath,,cannot see blowholes,,POINT,133.267,C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,NA,NA,
mn210251-95 video 9 JH,2023-03-03 13:58:49,,585.572,Media file(s),player #1:C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,586.500,30.000,,breath,,cannot see blowholes,,POINT,141.500,C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,NA,NA,
mn210251-95 video 9 JH,2023-03-03 13:58:49,,585.572,Media file(s),player #1:C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,586.500,30.000,,mother present,,other,,START,147.400,C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,NA,NA,
mn210251-95 video 9 JH,2023-03-03 13:58:49,,585.572,Media file(s),player #1:C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,586.500,30.000,,mother present,,other,,STOP,169.800,C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,NA,NA,
mn210251-95 video 9 JH,2023-03-03 13:58:49,,585.572,Media file(s),player #1:C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,586.500,30.000,,fish present,,no visible particulates,swimming close to the whale. unsure if feeding,POINT,406.333,C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,NA,NA,
mn210251-95 video 9 JH,2023-03-03 13:58:49,,585.572,Media file(s),player #1:C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,586.500,30.000,,breath,,cannot see blowholes,,POINT,454.800,C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,NA,NA,
mn210251-95 video 9 JH,2023-03-03 13:58:49,,585.572,Media file(s),player #1:C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,586.500,30.000,,breath,,cannot see blowholes,,POINT,466.733,C:/Users/hawai/OneDrive/Desktop/BORIS videos and data/Videos For Analysis/2021/mn210215-95/videos/CATS 95-20180101-000946-000-00009.mov,NA,NA,
