Observation id,Observation date,Description,Observation duration,Observation type,Source,Media duration (s),FPS,Subject,Behavior,Behavioral category,Modifier #1,Modifier #2,Behavior type,Time,Media file name,Image index,Image file path,Comment
mn220207-99 video 4 TR,2023-09-14 09:30:55,,1790.778,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2022/mn220207-99/CATS Lars 99-20220207-090751-137-00004.mov,1796.965,28.466,,Tag position,,blowholes,directly facing rostrum,POINT,4.420,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2022/mn220207-99/CATS Lars 99-20220207-090751-137-00004.mov,127,NA,
mn220207-99 video 4 TR,2023-09-14 09:30:55,,1790.778,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2022/mn220207-99/CATS Lars 99-20220207-090751-137-00004.mov,1796.965,28.466,,travel,,surface,,START,7.794,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2022/mn220207-99/CATS Lars 99-20220207-090751-137-00004.mov,223,NA,
mn220207-99 video 4 TR,2023-09-14 09:30:55,,1790.778,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2022/mn220207-99/CATS Lars 99-20220207-090751-137-00004.mov,1796.965,28.466,,breath,,see blowholes,,POINT,61.867,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2022/mn220207-99/CATS Lars 99-20220207-090751-137-00004.mov,1762,NA,
mn220207-99 video 4 TR,2023-09-14 09:30:55,,1790.778,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2022/mn220207-99/CATS Lars 99-20220207-090751-137-00004.mov,1796.965,28.466,,breath,,see blowholes,,POINT,128.798,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2022/mn220207-99/CATS Lars 99-20220207-090751-137-00004.mov,3667,NA,
mn220207-99 video 4 TR,2023-09-14 09:30:55,,1790.778,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2022/mn220207-99/CATS Lars 99-20220207-090751-137-00004.mov,1796.965,28.466,,breath,,see blowholes,,POINT,152.844,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2022/mn220207-99/CATS Lars 99-20220207-090751-137-00004.mov,4353,NA,
mn220207-99 video 4 TR,2023-09-14 09:30:55,,1790.778,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2022/mn220207-99/CATS Lars 99-20220207-090751-137-00004.mov,1796.965,28.466,,mother present,,other,,START,162.363,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2022/mn220207-99/CATS Lars 99-20220207-090751-137-00004.mov,4623,NA,
mn220207-99 video 4 TR,2023-09-14 09:30:55,,1790.778,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2022/mn220207-99/CATS Lars 99-20220207-090751-137-00004.mov,1796.965,28.466,,mother present,,other,,STOP,167.607,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2022/mn220207-99/CATS Lars 99-20220207-090751-137-00004.mov,4772,NA,
mn220207-99 video 4 TR,2023-09-14 09:30:55,,1790.778,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2022/mn220207-99/CATS Lars 99-20220207-090751-137-00004.mov,1796.965,28.466,,mother present,,other,,START,224.018,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2022/mn220207-99/CATS Lars 99-20220207-090751-137-00004.mov,6378,NA,
mn220207-99 video 4 TR,2023-09-14 09:30:55,,1790.778,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2022/mn220207-99/CATS Lars 99-20220207-090751-137-00004.mov,1796.965,28.466,,breath,,see blowholes,,POINT,229.829,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2022/mn220207-99/CATS Lars 99-20220207-090751-137-00004.mov,6543,NA,
mn220207-99 video 4 TR,2023-09-14 09:30:55,,1790.778,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2022/mn220207-99/CATS Lars 99-20220207-090751-137-00004.mov,1796.965,28.466,,mother present,,other,,STOP,233.569,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2022/mn220207-99/CATS Lars 99-20220207-090751-137-00004.mov,6650,NA,
