ID,avg_pitch,avg_roll,avg_heading,avg_depth,avg_speed
mn200219-55,0.0440282376551312,-0.0374331487735771,-0.765167620583068,0.19254630727128,1.33383433388908
mn200219-55,-0.155439916317751,0.0124185901313719,-2.34111879163545,0.442685086351649,1.421420519872
mn200219-55,-0.233429085954601,0.168013201113032,-2.88487810264616,4.91952167880227,1.75127333847457
mn200219-55,-0.0884805103784061,0.142515055368073,-2.80136496127213,7.97373111867362,1.26186682287065
mn200219-55,0.0992071413825807,0.080189325696309,-2.85903995184136,2.70933454380431,1.22488420117383
mn200219-55,-0.19468834102978,-0.0144151245802128,-2.77029751932287,0.299315031809965,1.05646573732878
mn200219-55,-0.0627329532340633,0.018798786578366,-2.76044940831517,0.0411657859251992,1.32272634378472
mn200219-55,-0.16666620855182,0.0208543351115193,-2.94396766114064,0.264914833475189,1.09501882014158
mn200219-55,-0.508241026051483,0.217051583044432,-2.24879151196324,1.55211360836313,1.18372755223271
mn200219-55,-0.212705308943469,0.0477834698055069,-2.30123894148669,8.76162180434033,0.679184517171254
mn200219-55,0.140211123891601,-0.0454693184670967,-1.92310712598632,10.5194345054753,0.569910697384398
mn200219-55,0.271027419564278,-0.0961570630237444,-1.61202302102802,10.4316179223931,0.581067556762238
mn200219-55,0.379179516720461,-0.203411920310102,-1.55409534173582,9.7894136739913,0.65383586629949
mn200219-55,0.642114232491226,-0.245487625087025,-1.72409824898297,9.31140216174521,0.65537975227554
mn200219-55,0.643690038681757,0.0143855764181631,-2.12998111353687,8.26619246172026,0.604854081052828
mn200219-55,0.603466766423364,-0.123608965671439,-1.95661585174745,7.03731811639818,0.539956376358924
mn200219-55,0.254019412644754,-0.051427949171586,-2.17997447038863,1.38844816716555,0.905279421246368
mn200219-55,0.0214057897775653,0.135378592035595,-2.16581718919026,0.0204069423742334,1.28764508280838
mn200219-55,-0.303722904217186,0.22945943238475,-2.45487030491444,0.797307491116704,1.31966810417875
mn200219-55,-0.237455492638981,0.107392379134325,-1.62249901762782,10.3072124885345,1.05680688635953
mn200219-55,0.216886833227828,-0.164421789235293,-1.82389699615047,11.4955909392368,0.843244269824911
mn200219-55,0.25382667609831,-0.219340045500421,-1.95285857787904,11.1557409500882,0.738790157171022
mn200219-55,0.332785510377696,-0.171561792005888,-2.24792316231735,10.8276705016665,0.684098272292813
mn200219-55,0.436944926003382,-0.162274200540077,-2.41454630132671,10.6424231616735,0.799266266115439
mn200219-55,0.502978973749402,-0.117452413562872,-2.72611269961317,9.86845123920614,0.666288294716889
mn200219-55,0.495924527626433,-0.139863885580339,1.82941215032512,9.33572141442713,0.606427150717406
mn200219-55,0.540564067367301,-0.126652937919765,2.50045384633557,8.83851295189231,1.53435269125023
mn200219-55,0.535369167718019,-0.187384906459301,2.14578389777131,7.51173566728119,0.898796982402409
mn200219-55,-0.0447461333990733,0.63199162677008,-2.49545924935529,1.50650726766611,1.96255830718353
mn200219-55,0.162159788857198,0.492781023337013,-2.37823821162908,0.181834677336348,1.19918989795581
mn200219-55,0.00405999200384777,0.346392154369806,-2.48546863970697,0.30823730915567,1.13662461846412
mn200219-55,-0.575280294453516,0.164869021251078,-2.10260190762748,3.80457019494832,1.1508209538785
mn200219-55,0.0214966316775155,-0.0350294525424103,-1.69622086601298,10.6907979929258,0.485738110722993
mn200219-55,0.435805381049538,0.0197387400809291,-1.48001251108961,11.1370432282304,0.5228819756729
mn200219-55,0.653204689918413,0.211861860827699,-1.26476601588956,10.8192125841312,0.46817520915531
mn200219-55,0.585243033716836,0.267215838066038,-1.1548548341481,9.97738656182006,0.42679651097749
mn200219-55,0.572641433957864,0.1679907309455,-0.989548656972309,9.50937711709758,0.45637797065279
mn200219-55,0.541864273022817,0.206762641825184,-0.82470019088419,9.4097253658379,0.442137268994858
mn200219-55,0.530297526097307,0.272817608712633,-0.721231700981679,9.1718268757298,0.42392078842726
mn200219-55,0.569106635645714,0.215160995816535,-0.52189445765512,8.81685461042044,0.461330776054867
mn200219-55,0.349834560312791,0.128021616828483,-0.684357690328128,6.20772808256525,0.504844885867764
mn200219-55,0.0654595150320978,0.132722903364396,0.212531569364068,0.378160130577594,0.845681767999586
mn200219-55,-0.545235382156407,0.0693197784590288,-0.0959532562057811,5.76414257833035,1.13631686177643
mn200219-55,0.175347555823876,-0.0153850117402651,-2.09110937233368,10.4522198708815,0.515857725373628
mn200219-55,0.0992132570828851,0.293206146769937,-1.77916157412493,8.13628834285586,0.489651226812803
mn200219-55,-0.0570408979909416,0.115174749607493,-1.98444586538652,3.04152613082727,0.777786285072971
mn200219-55,0.0141551715032601,0.00808273947153135,-1.75446741059303,0.252505867389578,0.961332101321485
mn200219-55,-0.19056357420759,-0.11997663646828,-2.44329505189786,0.335179122511118,1.16224028311417
mn200219-55,-0.730473595036597,-0.128807951857276,-2.4302038120759,9.52642170035227,0.845638224785005
mn200219-55,-0.259789107904381,-0.161150262998655,2.12476597800828,14.911751791885,0.571160009327889
mn200219-55,-0.267610315209619,-0.0498740689907,0.993026452002304,18.5963513830174,0.739338116090931
mn200219-55,-0.18573106106031,-0.00215244510231073,0.811420761048196,21.3433019630814,0.881219063326093
mn200219-55,0.108652785934859,-0.0904514991256928,-1.63649625028119,19.6433987270369,1.06443993502674
mn200219-55,0.164994038180519,-0.0951520138617368,2.37370820850314,11.6970255378989,1.67235478345453
mn200219-55,0.00439773258439533,0.0125582149172001,2.87450569306185,0.683385825637354,1.53642850749446
mn200219-55,-0.0617591227208367,-0.0237278736932547,2.75594027211918,0.372950438981799,1.49795648932349
mn200219-55,-0.600362129489504,-0.146290461021815,1.79606528782912,2.90301381453244,1.52369570560774
mn200219-55,-0.368232471847736,-0.19116075289389,-2.60870487802395,17.7059120325892,1.05750898845067
mn200219-55,0.0367844851911563,-0.212833386351238,-0.0648091293052792,16.792110477591,1.26819424402486
mn200219-55,0.176702066313899,-0.0488723373038766,2.80104800029051,7.24452347132817,1.36645093591224
mn200219-55,-0.159576184112091,-0.0684120903971182,2.82992878875225,0.467142966895438,1.18539570075259
