Observation id,Observation date,Description,Observation duration,Observation type,Source,Media duration (s),FPS,Subject,Behavior,Behavioral category,Modifier #1,Modifier #2,Behavior type,Time,Media file name,Image index,Image file path,Comment
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,Tag position,,head or rostrum,facing to the right of rostrum,POINT,0,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,travel,,surface,,START,0,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,29.124,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,827,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,35.069,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,996,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,49.297,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1400,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,336.697,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,9556,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,341.54,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,9693,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,mother present,,other,,START,344.145,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,9767,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,mother present,,other,,STOP,347.718,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,NA,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,mother present,,ventral side,,START,347.719,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,9868,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,mother present,,ventral side,,STOP,370.565,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,10517,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,372.401,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,10569,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,mother present,,other,,START,375.975,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,10670,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,381.318,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,10822,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,388.066,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,11014,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,395.547,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,11226,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,400.724,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,11373,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,mother present,,other,,STOP,405.299,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,11502,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,408.572,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,11595,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,415.586,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,11794,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,mother present,,other,,START,418.327,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,11900,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,mother present,,other,,STOP,427.377,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,12129,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,432.119,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,12263,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,437.763,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,12424,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,mother present,,other,,START,445.611,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,12646,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,445.913,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,12655,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,454.797,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,12907,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,460.943,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,13081,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,479.413,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,13606,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,494.008,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,14020,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,mother present,,other,,STOP,499.685,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,14181,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,512.978,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,14558,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,525.203,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,14905,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,532.416,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,15110,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,539.999,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,15325,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,550.185,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,15614,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,breath,,cannot see blowholes,,POINT,571.728,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,16225,NA,
mn200219-55 video 17 EB,6/6/2023 11:55,,1794.886,Media file(s),player #1:C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,1794.886,28.377,,mother present,,other,,START,573.665,C:/Users/hawai/Desktop/BORIS videos and data/Videos/2020/mn200219-55/CATS 55-20200219-122033-00017.mov,16280,NA,
