Observation id,Observation date,Description,Observation duration,Observation type,Source,Media duration (s),FPS,Subject,Behavior,Behavioral category,Modifier #1,Modifier #2,Behavior type,Time,Media file name,Image index,Image file path,Comment
mn220204-99 video 6 GH,3/9/2023 13:32,,861.06,Media file(s),player #1:C:/Users/aholl/Documents/Tag analysis/CATS/tag_data_raw/Hawaii/2022/mn220204-99/raw/CATS Lars 99-20220204-095411-156-00006.mov,861.06,28.48,,Tag position,,blowholes,directly facing rostrum,POINT,0.322,C:/Users/aholl/Documents/Tag analysis/CATS/tag_data_raw/Hawaii/2022/mn220204-99/raw/CATS Lars 99-20220204-095411-156-00006.mov,,,
mn220204-99 video 6 GH,3/9/2023 13:32,,861.06,Media file(s),player #1:C:/Users/aholl/Documents/Tag analysis/CATS/tag_data_raw/Hawaii/2022/mn220204-99/raw/CATS Lars 99-20220204-095411-156-00006.mov,861.06,28.48,,mother present,,other,,START,0.322,C:/Users/aholl/Documents/Tag analysis/CATS/tag_data_raw/Hawaii/2022/mn220204-99/raw/CATS Lars 99-20220204-095411-156-00006.mov,,,
mn220204-99 video 6 GH,3/9/2023 13:32,,861.06,Media file(s),player #1:C:/Users/aholl/Documents/Tag analysis/CATS/tag_data_raw/Hawaii/2022/mn220204-99/raw/CATS Lars 99-20220204-095411-156-00006.mov,861.06,28.48,,travel,,water column,,START,3.072,C:/Users/aholl/Documents/Tag analysis/CATS/tag_data_raw/Hawaii/2022/mn220204-99/raw/CATS Lars 99-20220204-095411-156-00006.mov,,,
mn220204-99 video 6 GH,3/9/2023 13:32,,861.06,Media file(s),player #1:C:/Users/aholl/Documents/Tag analysis/CATS/tag_data_raw/Hawaii/2022/mn220204-99/raw/CATS Lars 99-20220204-095411-156-00006.mov,861.06,28.48,,breath,,see blowholes,,POINT,21.322,C:/Users/aholl/Documents/Tag analysis/CATS/tag_data_raw/Hawaii/2022/mn220204-99/raw/CATS Lars 99-20220204-095411-156-00006.mov,,,
mn220204-99 video 6 GH,3/9/2023 13:32,,861.06,Media file(s),player #1:C:/Users/aholl/Documents/Tag analysis/CATS/tag_data_raw/Hawaii/2022/mn220204-99/raw/CATS Lars 99-20220204-095411-156-00006.mov,861.06,28.48,,mother present,,other,,STOP,30.324,C:/Users/aholl/Documents/Tag analysis/CATS/tag_data_raw/Hawaii/2022/mn220204-99/raw/CATS Lars 99-20220204-095411-156-00006.mov,,,
mn220204-99 video 6 GH,3/9/2023 13:32,,861.06,Media file(s),player #1:C:/Users/aholl/Documents/Tag analysis/CATS/tag_data_raw/Hawaii/2022/mn220204-99/raw/CATS Lars 99-20220204-095411-156-00006.mov,861.06,28.48,,breath,,see blowholes,,POINT,39.825,C:/Users/aholl/Documents/Tag analysis/CATS/tag_data_raw/Hawaii/2022/mn220204-99/raw/CATS Lars 99-20220204-095411-156-00006.mov,,,
mn220204-99 video 6 GH,3/9/2023 13:32,,861.06,Media file(s),player #1:C:/Users/aholl/Documents/Tag analysis/CATS/tag_data_raw/Hawaii/2022/mn220204-99/raw/CATS Lars 99-20220204-095411-156-00006.mov,861.06,28.48,,mother present,,other,,START,43.325,C:/Users/aholl/Documents/Tag analysis/CATS/tag_data_raw/Hawaii/2022/mn220204-99/raw/CATS Lars 99-20220204-095411-156-00006.mov,,,
mn220204-99 video 6 GH,3/9/2023 13:32,,861.06,Media file(s),player #1:C:/Users/aholl/Documents/Tag analysis/CATS/tag_data_raw/Hawaii/2022/mn220204-99/raw/CATS Lars 99-20220204-095411-156-00006.mov,861.06,28.48,,breath,,see blowholes,,POINT,104.575,C:/Users/aholl/Documents/Tag analysis/CATS/tag_data_raw/Hawaii/2022/mn220204-99/raw/CATS Lars 99-20220204-095411-156-00006.mov,,,
mn220204-99 video 6 GH,3/9/2023 13:32,,861.06,Media file(s),player #1:C:/Users/aholl/Documents/Tag analysis/CATS/tag_data_raw/Hawaii/2022/mn220204-99/raw/CATS Lars 99-20220204-095411-156-00006.mov,861.06,28.48,,breath,,see blowholes,,POINT,117.074,C:/Users/aholl/Documents/Tag analysis/CATS/tag_data_raw/Hawaii/2022/mn220204-99/raw/CATS Lars 99-20220204-095411-156-00006.mov,,,
mn220204-99 video 6 GH,3/9/2023 13:32,,861.06,Media file(s),player #1:C:/Users/aholl/Documents/Tag analysis/CATS/tag_data_raw/Hawaii/2022/mn220204-99/raw/CATS Lars 99-20220204-095411-156-00006.mov,861.06,28.48,,mother present,,other,,STOP,136.325,C:/Users/aholl/Documents/Tag analysis/CATS/tag_data_raw/Hawaii/2022/mn220204-99/raw/CATS Lars 99-20220204-095411-156-00006.mov,,,
