Observation id,Observation date,Description,Observation duration,Observation type,Source,Media duration (s),FPS,Subject,Behavior,Behavioral category,Modifier #1,Modifier #2,Behavior type,Time,Media file name,Image index,Image file path,Comment
mn200224-56 video 23 GH,2023-05-26 17:24:19,,1796.643,Media file(s),player #1:C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,1797.895,29.917,,Tag position,,unsure,facing backward toward flukes,POINT,1.413,C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,41,NA,
mn200224-56 video 23 GH,2023-05-26 17:24:19,,1796.643,Media file(s),player #1:C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,1797.895,29.917,,breath,,cannot see blowholes,,POINT,12.434,C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,356,NA,
mn200224-56 video 23 GH,2023-05-26 17:24:19,,1796.643,Media file(s),player #1:C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,1797.895,29.917,,breath,,cannot see blowholes,,POINT,24.592,C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,703,NA,
mn200224-56 video 23 GH,2023-05-26 17:24:19,,1796.643,Media file(s),player #1:C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,1797.895,29.917,,breath,,cannot see blowholes,,POINT,33.342,C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,952,NA,
mn200224-56 video 23 GH,2023-05-26 17:24:19,,1796.643,Media file(s),player #1:C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,1797.895,29.917,,breath,,cannot see blowholes,,POINT,42.761,C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,1221,NA,
mn200224-56 video 23 GH,2023-05-26 17:24:19,,1796.643,Media file(s),player #1:C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,1797.895,29.917,,breath,,cannot see blowholes,,POINT,52.313,C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,1494,NA,
mn200224-56 video 23 GH,2023-05-26 17:24:19,,1796.643,Media file(s),player #1:C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,1797.895,29.917,,breath,,cannot see blowholes,,POINT,61.363,C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,1752,NA,
mn200224-56 video 23 GH,2023-05-26 17:24:19,,1796.643,Media file(s),player #1:C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,1797.895,29.917,,breath,,cannot see blowholes,,POINT,70.716,C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,2019,NA,
mn200224-56 video 23 GH,2023-05-26 17:24:19,,1796.643,Media file(s),player #1:C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,1797.895,29.917,,rest,,water column,,START,98.403,C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,2810,NA,
mn200224-56 video 23 GH,2023-05-26 17:24:19,,1796.643,Media file(s),player #1:C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,1797.895,29.917,,mother present,,other,,START,115.369,C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,3293,NA,
mn200224-56 video 23 GH,2023-05-26 17:24:19,,1796.643,Media file(s),player #1:C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,1797.895,29.917,,mother present,,other,,STOP,122.583,C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,3499,NA,
mn200224-56 video 23 GH,2023-05-26 17:24:19,,1796.643,Media file(s),player #1:C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,1797.895,29.917,,mother present,,ventral side,,START,146.296,C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,4175,NA,
mn200224-56 video 23 GH,2023-05-26 17:24:19,,1796.643,Media file(s),player #1:C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,1797.895,29.917,,mother present,,ventral side,,STOP,212.592,C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,6067,NA,
mn200224-56 video 23 GH,2023-05-26 17:24:19,,1796.643,Media file(s),player #1:C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,1797.895,29.917,,breath,,cannot see blowholes,,POINT,248.997,C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,7106,NA,
mn200224-56 video 23 GH,2023-05-26 17:24:19,,1796.643,Media file(s),player #1:C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,1797.895,29.917,,breath,,cannot see blowholes,,POINT,257.881,C:/Users/Gussie/Desktop/BORIS videos/mn200224-56/CATS 56-20200224-181953-357-00023.mov,7359,NA,
